gh_project_name,tr_build_id,build_successful,git_all_built_commits
owncloud/android,126831221,TRUE,829433348de037446857c3a1921bbd092e0740bf
owncloud/android,66499841,FALSE,3ea60c1d47aff64edcd5bb0886764d93060b67ce
owncloud/android,36843102,TRUE,2e472998c16e504c0c2ceddf7de52a000d7bd7f8
owncloud/android,135417250,TRUE,dea553ed76b0d6c66a988da4c12a6e26361b85cc#d6dcccf396721a3e8c649571d232ea42426bbeb9
owncloud/android,79070761,FALSE,244f3bd4e4d4dcb09be4eede2750cf2bd7670321
owncloud/android,79091804,TRUE,d039bffbd171b95c6db2eff4b39c42fc731ca895
owncloud/android,61941213,TRUE,50c079d646c4f4fb287c0fb51bb072a56d5fa0e2
owncloud/android,99243250,TRUE,7c580394123dcddf978d80cc2d254ee05c027647
owncloud/android,101231260,TRUE,17e79b55eceaf41a47c496b191a7a8299054d054#77b9976137484b9c1b31bf5259e53ab75de0d413
owncloud/android,101946437,TRUE,d34334ed0c2312951b8328d772b6ea53d576f239
owncloud/android,27473413,TRUE,7d1dc8fc5dc1117b1eb583b01fbfd9c19aede795
owncloud/android,104645270,TRUE,2f231561af812a9d54c59381ff98f68841188cac
owncloud/android,109593123,TRUE,a0a16e52f6c53a01019d7931c858d8bb3986b331
owncloud/android,113047604,TRUE,624c40685a7edb7fa4b815703dd1903124bc2eae
owncloud/android,70495123,TRUE,9ea3f7794fe9c125421d9115327ce52bc89e8b52
owncloud/android,40036298,TRUE,80cfc55fda1f71124e2a658b46229cbb7c1feb77
owncloud/android,31031136,TRUE,154a3949f21b1f9c96f23a08b6f48cfbcab7e770
owncloud/android,72069501,TRUE,1c051a76e3603222da0c7a90e17a9f631dde8e0b
owncloud/android,84741135,TRUE,42f38fe8766d2782a7a65ee36168bcba6a2cadfd
owncloud/android,74426053,TRUE,9d9efd1c1ded9c225c16be80f4b648018839f3ef
owncloud/android,88490577,TRUE,495fd6e4041c6ed933022e49d1aee0a30a9d6f76
owncloud/android,57773569,FALSE,7696c085652a4e68640f9497748b9986ba39892d
owncloud/android,88829196,TRUE,01115a1cd50362a22924845ddc72c74467ad5d10
owncloud/android,89183839,TRUE,b82b4a4e587de081d522b3272a4938d859519d80
owncloud/android,98293632,FALSE,f39fb165968671875248049d3300fd742192a786
owncloud/android,103275453,TRUE,9c59c5fb4ce88e3d71f5ce5579d6bd9c1ee4bf07
owncloud/android,66849638,FALSE,59f69dfa2543e1e20359141be041a49aa2ed7366
owncloud/android,106318251,TRUE,8b22a06850e42a20ff3c6cb39e9341a480a3a2b1
owncloud/android,21411312,TRUE,c224376ab7d998f001963c0e430614ea92952c2d
owncloud/android,21921077,TRUE,c2d4999fa7e5b986615067eab7a8c445c5d1bab0
owncloud/android,39821524,TRUE,58040881bdcf0cf12798cc670e464e688dbb83c8#a09a837585a98082b1f3e8fa7f00ffcc8df60a95
owncloud/android,24447302,TRUE,6cdd830a7be28b77688efc3cd62857c1e71a1342
owncloud/android,24716940,TRUE,2f2570bbc5cb22fd10f6d052277ce557f0eb7c69
owncloud/android,146247982,TRUE,3ac6b8f4b48c6d9f1abe56c10473828182353daa
owncloud/android,89305346,TRUE,62287458b84636eedbc7de2d0895553426cf19a4
owncloud/android,61739349,TRUE,8d48929f5bf043b6517fa154ec5228194d9a294d
