project_name,buildID,build_State,duplicatedCode,GodClass,GodMethod,CyclomaticComplexity,DataClass,File_Modified
gradle/gradle,27813210,1,0,0,0,0,0,0
gradle/gradle,21063920,0,0,0,0,0,0,0
gradle/gradle,48842757,0,0,0,0,0,0,5
gradle/gradle,53777757,1,0,0,0,0,0,1
gradle/gradle,48541209,1,0,0,0,0,0,3
gradle/gradle,44299994,1,0,0,0,0,0,2
gradle/gradle,35702505,1,0,0,0,0,0,0
gradle/gradle,35897055,1,0,0,0,0,0,0
gradle/gradle,20183468,1,0,0,0,0,0,1
gradle/gradle,38682069,1,0,0,0,0,0,5
gradle/gradle,22074939,1,0,0,0,0,0,0
gradle/gradle,30229308,1,0,0,0,0,0,0
gradle/gradle,42090924,1,0,0,0,0,0,3
gradle/gradle,24596102,1,0,0,0,0,0,0
gradle/gradle,25123719,1,0,0,0,0,0,1
gradle/gradle,31603953,1,0,0,0,0,0,1
gradle/gradle,31684889,1,0,0,0,0,0,8
gradle/gradle,43430402,1,0,0,0,0,0,0
gradle/gradle,32254251,1,0,0,0,0,0,9
gradle/gradle,52310969,1,0,0,0,0,0,0
gradle/gradle,61443517,1,0,0,0,0,0,2
gradle/gradle,62104353,1,0,0,0,0,0,4
gradle/gradle,44479950,1,0,0,0,0,0,0
gradle/gradle,45434707,1,0,0,0,0,0,1
gradle/gradle,28142159,1,0,0,0,0,0,0
gradle/gradle,45859972,1,0,0,0,0,0,0
gradle/gradle,39495210,1,0,0,0,0,0,0
gradle/gradle,23872422,1,0,0,0,0,0,10
gradle/gradle,24279696,1,0,0,0,0,0,1
gradle/gradle,33296507,1,0,0,0,0,0,0
gradle/gradle,34354467,1,0,0,0,0,0,0
gradle/gradle,49464480,1,0,0,0,0,0,0
gradle/gradle,50503671,1,0,0,0,0,0,0
gradle/gradle,56458726,1,0,0,0,0,0,1
gradle/gradle,56593318,1,0,0,0,0,0,0
gradle/gradle,58745947,1,0,0,0,0,0,1
gradle/gradle,60558759,1,0,0,0,0,0,0
gradle/gradle,60801381,1,0,0,0,0,0,2
gradle/gradle,61404726,1,0,0,0,0,0,2
gradle/gradle,46271608,1,0,0,0,0,0,0
gradle/gradle,46725785,1,0,0,0,0,0,0
gradle/gradle,22545315,1,0,0,0,0,0,0
gradle/gradle,24889389,1,0,0,0,0,0,0
gradle/gradle,43029308,1,0,0,0,0,0,1
gradle/gradle,33232652,1,0,0,0,0,0,0
gradle/gradle,34846813,1,0,0,0,0,0,0
gradle/gradle,46857692,1,0,0,0,0,0,1
gradle/gradle,54696649,1,0,0,0,0,0,0
gradle/gradle,49768168,1,0,0,0,0,0,1
gradle/gradle,56098291,1,0,0,0,0,0,4
gradle/gradle,56578914,1,0,0,0,0,0,1
gradle/gradle,56593622,1,0,0,0,0,0,1
gradle/gradle,60854603,1,0,0,0,0,0,0
gradle/gradle,44213938,1,0,0,0,0,0,0
gradle/gradle,21039387,1,0,0,0,0,0,0
gradle/gradle,38671744,1,0,0,0,0,0,0
gradle/gradle,22111779,1,0,0,0,0,0,5
gradle/gradle,39809884,1,0,0,0,0,0,1
gradle/gradle,23064052,1,0,0,0,0,0,0
gradle/gradle,41976197,1,0,0,0,0,0,0
gradle/gradle,25029409,1,0,0,0,0,0,9
gradle/gradle,43389028,1,0,0,0,0,0,0
gradle/gradle,34143442,1,0,0,0,0,0,1
gradle/gradle,53190781,1,0,0,0,0,0,4
gradle/gradle,55993995,1,0,0,0,0,0,0
gradle/gradle,50899284,1,0,0,0,1,0,8
gradle/gradle,56764380,1,0,0,0,0,0,1
gradle/gradle,56925835,1,0,0,0,0,0,2
gradle/gradle,59456908,1,0,0,0,0,0,0
gradle/gradle,60487471,1,0,0,0,0,0,0
gradle/gradle,61446963,1,0,0,0,0,0,5
gradle/gradle,44927827,1,0,0,0,0,0,1
gradle/gradle,37636807,1,0,0,0,0,0,3
gradle/gradle,22151542,1,0,0,0,0,0,0
gradle/gradle,40333856,1,0,0,0,0,0,0
gradle/gradle,31859092,1,0,1,0,1,0,6
gradle/gradle,31922239,1,0,0,0,0,0,0
gradle/gradle,42928297,1,0,0,0,0,0,0
gradle/gradle,43014725,1,0,0,0,0,0,3
gradle/gradle,34237589,1,0,0,0,0,0,0
gradle/gradle,60839598,0,0,0,0,0,0,0
gradle/gradle,53604604,1,0,0,0,0,0,2
gradle/gradle,48488936,1,0,0,0,0,0,0
gradle/gradle,57001874,1,0,0,0,0,0,1
gradle/gradle,57857240,1,0,0,0,0,0,0
gradle/gradle,60580086,1,0,0,0,0,0,0
gradle/gradle,45583341,1,0,0,0,0,0,14
gradle/gradle,20713670,1,0,0,0,0,0,0
gradle/gradle,20750286,1,0,0,0,0,0,1
gradle/gradle,38274071,1,0,0,0,0,0,0
gradle/gradle,47811955,0,0,0,0,0,0,0
gradle/gradle,22553013,1,0,0,0,0,0,1
gradle/gradle,23809508,1,0,0,0,0,0,5
gradle/gradle,53002507,1,0,0,0,1,0,21
gradle/gradle,49968456,1,0,0,0,0,0,0
gradle/gradle,50551490,1,0,0,0,0,0,0
gradle/gradle,58556596,1,0,0,0,0,0,1
gradle/gradle,61137340,1,0,1,0,1,0,6
gradle/gradle,21518843,1,0,0,0,0,0,3
gradle/gradle,38851996,1,0,0,0,0,0,0
gradle/gradle,29465629,1,0,0,0,0,0,0
gradle/gradle,42887903,1,0,0,0,1,0,1
gradle/gradle,42935261,1,0,0,0,0,0,0
gradle/gradle,25864591,1,0,0,0,0,0,0
gradle/gradle,32106591,1,0,0,0,0,0,0
gradle/gradle,26543966,1,0,0,0,0,0,1
gradle/gradle,34467283,1,0,0,0,0,0,0
gradle/gradle,48062916,1,0,0,0,0,0,6
gradle/gradle,57294624,1,0,0,0,0,0,2
gradle/gradle,62024370,1,0,0,0,0,0,1
gradle/gradle,44469294,1,0,0,0,0,0,0
gradle/gradle,27827778,1,0,0,0,0,0,0
gradle/gradle,20556698,1,0,0,0,0,0,0
gradle/gradle,30687286,1,0,0,0,0,0,0
gradle/gradle,31205417,1,0,0,0,0,0,0
gradle/gradle,31277557,1,0,0,0,0,0,1
gradle/gradle,31388983,1,0,0,0,0,0,0
gradle/gradle,25567661,1,0,0,0,0,0,0
gradle/gradle,54744817,1,0,0,0,0,0,0
gradle/gradle,50945527,1,0,0,0,0,0,0
gradle/gradle,51129873,1,0,0,0,0,0,0
gradle/gradle,36793323,1,0,0,0,0,0,3
gradle/gradle,38103613,1,0,0,0,0,0,1
gradle/gradle,46376316,1,0,0,0,0,0,3
gradle/gradle,46423899,1,0,0,0,0,0,1
gradle/gradle,39161408,1,0,0,0,0,0,0
gradle/gradle,22162032,1,0,0,0,0,0,0
gradle/gradle,22173639,1,0,0,0,0,0,7
gradle/gradle,23094910,1,0,0,0,0,0,0
gradle/gradle,23570068,1,0,0,0,0,0,0
gradle/gradle,41414710,1,0,0,0,0,0,1
gradle/gradle,42987735,1,0,0,0,0,0,0
gradle/gradle,56762788,0,0,1,0,1,0,1
gradle/gradle,26878800,1,0,0,0,0,0,0
gradle/gradle,26941251,1,0,0,0,0,0,0
gradle/gradle,52996519,1,0,0,0,0,0,0
gradle/gradle,47091402,1,0,0,0,0,0,2
gradle/gradle,54618111,1,0,0,0,0,0,2
gradle/gradle,55050081,1,0,0,0,0,0,0
gradle/gradle,47557663,1,0,0,0,0,0,0
gradle/gradle,48470897,1,0,0,0,0,0,3
gradle/gradle,51031368,1,0,0,0,0,0,0
gradle/gradle,37474530,1,0,0,0,0,0,0
gradle/gradle,37977230,1,0,0,0,0,0,0
gradle/gradle,39273313,1,0,0,0,0,0,1
gradle/gradle,39467592,1,0,0,0,0,0,1
gradle/gradle,22553691,1,0,0,0,0,0,4
gradle/gradle,40495502,1,0,0,0,0,0,1
gradle/gradle,41607467,1,0,0,0,0,0,0
gradle/gradle,43616105,0,0,0,0,0,0,1
gradle/gradle,33876828,1,0,0,0,0,0,0
gradle/gradle,35104048,1,0,0,0,0,0,2
gradle/gradle,35407893,1,0,0,0,0,0,0
gradle/gradle,53724073,1,0,0,0,0,0,3
gradle/gradle,55195693,1,0,0,0,0,0,1
gradle/gradle,52386798,1,0,0,0,0,0,1
gradle/gradle,59844322,1,0,0,0,0,0,0
gradle/gradle,60649172,1,0,0,0,0,0,0
gradle/gradle,44736940,1,0,0,0,0,0,1
gradle/gradle,45170352,1,0,0,0,0,0,1
gradle/gradle,37547413,1,0,0,0,0,0,1
gradle/gradle,38265854,1,0,0,0,0,0,10
gradle/gradle,21531569,1,0,0,0,0,0,2
gradle/gradle,39212445,1,0,0,0,0,0,2
gradle/gradle,39363270,1,0,0,0,0,0,0
gradle/gradle,39636190,1,0,0,0,0,0,2
gradle/gradle,23937668,1,0,0,0,0,0,0
gradle/gradle,23957456,1,0,0,0,1,0,6
gradle/gradle,31360827,1,0,0,0,0,0,0
gradle/gradle,43120098,1,0,0,0,0,0,5
gradle/gradle,43858398,1,0,0,0,0,0,1
gradle/gradle,34498264,1,0,0,0,0,0,0
gradle/gradle,55104849,1,0,0,0,0,0,0
gradle/gradle,56580799,1,0,0,0,0,0,1
gradle/gradle,52234501,1,0,0,0,0,0,1
gradle/gradle,59195003,1,0,0,0,0,0,0
gradle/gradle,35777300,1,0,0,0,0,0,1
gradle/gradle,45044169,1,0,0,0,0,0,1
gradle/gradle,28207665,1,0,0,0,0,0,3
gradle/gradle,23641172,1,0,0,0,0,0,0
gradle/gradle,41606871,1,0,0,0,0,0,9
gradle/gradle,42171237,1,0,0,0,0,0,0
gradle/gradle,31942931,1,0,0,0,0,0,1
gradle/gradle,43496891,1,0,0,0,0,0,3
gradle/gradle,33548098,1,0,0,0,0,0,6
gradle/gradle,35087744,1,0,0,0,0,0,3
gradle/gradle,35284789,1,0,0,0,0,0,1
gradle/gradle,60868830,0,0,0,0,0,0,0
gradle/gradle,49442217,1,0,2,0,1,0,17
gradle/gradle,52315374,1,0,0,0,0,0,0
gradle/gradle,36725993,1,0,0,0,0,0,1
gradle/gradle,20899046,1,0,0,0,0,0,0
gradle/gradle,21641409,1,0,0,0,0,0,1
gradle/gradle,24674342,1,0,0,0,0,0,5
gradle/gradle,25496117,1,0,0,0,0,0,1
gradle/gradle,43855902,1,0,0,0,0,0,0
gradle/gradle,34308556,1,0,0,0,0,0,3
gradle/gradle,52838356,1,0,0,0,1,0,14
gradle/gradle,58272625,1,0,0,0,0,0,0
gradle/gradle,60219239,1,0,1,0,2,0,1
gradle/gradle,60593589,1,0,0,0,0,0,1
gradle/gradle,61720885,1,0,0,0,0,0,1
gradle/gradle,36063856,1,0,0,0,0,0,10
gradle/gradle,27349396,1,0,0,0,0,0,0
gradle/gradle,37847512,1,0,0,0,0,0,2
gradle/gradle,22228951,1,0,0,0,0,0,0
gradle/gradle,30251510,1,0,0,0,0,0,0
gradle/gradle,31085320,1,0,0,0,0,0,0
gradle/gradle,41590408,1,0,0,0,0,0,1
gradle/gradle,41717727,1,0,0,0,0,0,0
gradle/gradle,31204785,1,0,0,0,0,0,0
gradle/gradle,25301132,1,0,1,1,1,0,26
gradle/gradle,43580435,1,0,0,0,0,0,0
gradle/gradle,32009246,1,0,0,0,0,0,0
gradle/gradle,34686798,1,0,0,0,0,0,0
gradle/gradle,53580670,1,0,0,0,0,0,0
gradle/gradle,49972109,1,0,0,0,0,0,0
gradle/gradle,60360364,1,0,0,0,0,0,0
gradle/gradle,28317333,1,0,0,0,0,0,3
gradle/gradle,38759299,1,0,0,0,0,0,1
gradle/gradle,42847012,1,0,0,0,0,0,0
gradle/gradle,43485571,1,0,0,0,0,0,8
gradle/gradle,26524766,1,0,0,0,0,0,7
gradle/gradle,32863533,1,0,0,0,0,0,1
gradle/gradle,34676217,1,0,0,0,0,0,1
gradle/gradle,48089989,0,0,0,0,0,0,0
gradle/gradle,48407260,1,0,0,0,0,0,3
gradle/gradle,49412353,1,0,2,0,1,0,10
gradle/gradle,49696109,1,0,1,0,0,0,14
gradle/gradle,56579300,1,0,1,0,2,0,1
gradle/gradle,61813046,1,0,0,0,0,0,0
gradle/gradle,36865203,1,0,0,0,0,0,0
gradle/gradle,45980608,1,0,0,0,0,0,4
gradle/gradle,37972503,0,0,0,0,0,0,0
gradle/gradle,39299840,1,0,0,0,0,0,1
gradle/gradle,29914378,1,0,0,0,0,0,19
gradle/gradle,41589706,1,0,0,0,0,0,0
gradle/gradle,34355370,1,0,0,0,0,0,0
gradle/gradle,34474194,1,0,0,0,1,0,12
gradle/gradle,53014844,1,0,0,0,0,0,0
gradle/gradle,54000389,1,0,0,0,0,0,4
gradle/gradle,47143712,1,0,0,0,1,1,2
gradle/gradle,49497654,1,0,0,0,1,0,1
gradle/gradle,55941265,1,0,0,0,0,0,1
gradle/gradle,51437691,0,0,0,0,0,0,0
gradle/gradle,36279540,1,0,0,0,0,0,4
gradle/gradle,36855867,1,0,0,0,0,0,1
gradle/gradle,45435162,1,0,0,0,0,0,2
gradle/gradle,38482441,1,0,0,0,0,0,0
gradle/gradle,28777960,1,0,0,0,0,0,0
gradle/gradle,29450802,1,0,0,0,0,0,2
gradle/gradle,22278178,1,0,0,0,0,0,3
gradle/gradle,39933941,1,0,0,0,0,0,2
gradle/gradle,23238015,1,0,0,0,0,0,0
gradle/gradle,23672555,1,0,0,0,0,0,0
gradle/gradle,42697057,1,0,0,0,0,0,4
gradle/gradle,42930561,1,0,0,0,0,0,6
gradle/gradle,35051642,1,0,0,0,0,0,0
gradle/gradle,35542497,1,0,0,0,1,1,51
gradle/gradle,57835910,1,0,0,0,0,0,0
gradle/gradle,58559191,1,0,0,0,0,0,0
gradle/gradle,59531775,1,0,0,0,0,0,0
gradle/gradle,60273271,1,0,0,0,0,0,3
gradle/gradle,44394432,1,0,0,0,0,0,0
gradle/gradle,37772966,1,0,0,0,0,0,0
gradle/gradle,28936111,1,0,0,0,0,0,0
gradle/gradle,29065118,1,0,0,0,0,0,0
gradle/gradle,22244951,1,0,0,0,0,0,0
gradle/gradle,40798853,1,0,0,0,0,0,0
gradle/gradle,25495682,1,0,0,0,0,0,0
gradle/gradle,33744330,1,0,0,0,0,0,0
gradle/gradle,34171317,1,0,0,0,0,0,0
gradle/gradle,53685960,1,0,0,0,0,0,11
gradle/gradle,55046918,1,0,0,0,0,0,0
gradle/gradle,52276076,1,0,0,0,0,0,1
gradle/gradle,57824165,1,0,0,0,0,0,1
gradle/gradle,58624942,1,0,0,0,0,0,1
gradle/gradle,61508982,1,0,0,0,0,0,9
gradle/gradle,38739407,1,0,0,0,0,0,1
gradle/gradle,22159179,1,0,0,0,0,0,0
gradle/gradle,31232530,1,0,0,0,0,0,0
gradle/gradle,25142911,1,0,0,0,0,0,0
gradle/gradle,26423871,1,0,0,0,0,0,5
gradle/gradle,31982287,1,0,0,0,0,0,0
gradle/gradle,32307323,1,0,0,0,0,0,0
gradle/gradle,26624518,1,0,0,0,0,0,1
gradle/gradle,34150823,1,0,0,0,0,0,1
gradle/gradle,61690212,0,0,0,0,1,0,1
gradle/gradle,49322919,0,0,0,0,0,0,0
gradle/gradle,57430133,0,0,0,0,0,0,0
gradle/gradle,58835599,1,0,0,0,0,0,0
gradle/gradle,60734663,1,0,0,0,0,0,0
gradle/gradle,37159924,1,0,0,0,0,0,0
gradle/gradle,46144047,1,0,0,0,0,0,1
gradle/gradle,38770476,1,0,0,0,0,0,0
gradle/gradle,38911421,1,0,0,0,0,0,1
gradle/gradle,40977639,1,0,0,0,0,0,0
gradle/gradle,31756583,1,0,0,0,0,0,13
gradle/gradle,42926047,1,0,0,0,0,0,0
gradle/gradle,47920958,1,0,0,0,1,0,4
gradle/gradle,20899640,1,0,0,0,0,0,0
gradle/gradle,38231923,1,0,0,0,0,0,1
gradle/gradle,29079414,1,0,0,0,0,0,0
gradle/gradle,23322611,1,0,0,0,0,0,1
gradle/gradle,23674704,1,0,0,0,0,0,14
gradle/gradle,31222987,1,0,0,0,0,0,1
gradle/gradle,47014424,1,0,0,0,0,0,1
gradle/gradle,47732590,1,0,0,0,0,0,1
gradle/gradle,48369993,1,0,0,0,0,0,0
gradle/gradle,48647910,1,0,0,0,0,0,0
gradle/gradle,61755880,1,0,0,0,0,0,2
gradle/gradle,44760384,1,0,0,0,0,0,9
gradle/gradle,44794231,1,0,0,0,0,0,10
gradle/gradle,36209187,1,0,0,0,0,0,1
gradle/gradle,46488921,1,0,0,0,0,0,3
gradle/gradle,21983421,1,0,0,0,0,0,0
gradle/gradle,39406535,1,0,0,0,1,0,1
gradle/gradle,22855543,1,0,0,0,0,0,1
gradle/gradle,23253540,1,0,0,0,0,0,1
gradle/gradle,24986181,1,0,0,0,0,0,0
gradle/gradle,26082365,1,0,0,0,0,0,4
gradle/gradle,43667575,1,0,0,0,0,0,0
gradle/gradle,53591175,1,0,0,0,0,0,5
gradle/gradle,53891718,1,0,0,0,0,0,0
gradle/gradle,54900257,1,0,0,0,0,0,0
gradle/gradle,51326329,1,0,0,0,0,0,1
gradle/gradle,57724322,1,0,1,0,1,0,2
gradle/gradle,60709895,1,0,0,0,0,0,0
gradle/gradle,61462976,1,0,0,0,0,0,0
gradle/gradle,44994518,1,0,1,0,2,0,15
gradle/gradle,38080762,1,0,0,0,0,0,0
gradle/gradle,38191738,1,0,0,0,0,0,2
gradle/gradle,30036831,1,0,0,0,0,0,0
gradle/gradle,39538809,1,0,0,0,0,0,3
gradle/gradle,31015767,1,0,0,0,0,0,0
gradle/gradle,55894646,0,0,0,0,0,0,0
gradle/gradle,42223350,1,0,0,0,0,0,0
gradle/gradle,42229191,1,0,0,0,0,0,8
gradle/gradle,34169547,0,0,0,0,0,0,3
gradle/gradle,48092352,1,0,0,0,0,0,0
gradle/gradle,37930280,1,0,0,0,0,0,0
gradle/gradle,30524608,1,0,0,0,0,0,0
gradle/gradle,22961020,1,0,0,0,0,0,0
gradle/gradle,22993145,1,0,0,0,0,0,0
gradle/gradle,40713647,1,0,0,0,0,0,18
gradle/gradle,24677160,1,0,0,0,0,0,0
gradle/gradle,24681383,1,0,0,0,0,0,0
gradle/gradle,31758311,1,0,0,0,0,0,11
gradle/gradle,42926650,1,0,0,0,0,0,0
gradle/gradle,34155652,1,0,0,0,0,0,1
gradle/gradle,52994723,1,0,0,0,0,0,0
gradle/gradle,51877263,1,0,0,0,0,0,1
gradle/gradle,57454324,1,0,0,0,0,0,0
gradle/gradle,59557391,1,0,0,0,0,0,0
gradle/gradle,61998539,1,0,0,0,0,0,0
gradle/gradle,62078683,1,0,0,0,0,0,3
gradle/gradle,20484304,1,0,0,0,0,0,0
gradle/gradle,28373489,1,0,0,0,0,0,0
gradle/gradle,38836293,1,0,0,0,0,0,0
gradle/gradle,39610487,1,0,0,0,0,0,0
gradle/gradle,23477324,1,0,0,0,0,0,0
gradle/gradle,41529367,1,0,0,0,0,0,0
gradle/gradle,42827243,1,0,0,0,0,0,0
gradle/gradle,52880588,1,0,0,0,0,0,1
gradle/gradle,53889752,1,0,0,0,1,0,2
gradle/gradle,46783235,1,0,0,0,0,0,0
gradle/gradle,47274044,1,0,0,0,0,0,1
gradle/gradle,56402631,1,0,0,0,0,0,0
gradle/gradle,59350848,1,0,0,0,0,0,1
gradle/gradle,44766253,1,0,0,0,0,0,0
gradle/gradle,45857456,1,0,0,0,0,0,0
gradle/gradle,38598822,1,0,0,0,0,0,4
gradle/gradle,23229205,1,0,0,0,0,0,1
gradle/gradle,23454920,1,0,0,0,0,0,0
gradle/gradle,23630506,1,0,0,0,0,0,15
gradle/gradle,42762321,1,0,0,0,0,0,0
gradle/gradle,43099639,1,0,0,0,0,0,1
gradle/gradle,53534212,1,0,0,0,0,0,0
gradle/gradle,51475577,1,0,0,0,0,0,2
gradle/gradle,28974225,1,0,0,0,0,0,0
gradle/gradle,29476814,1,0,0,0,0,0,0
gradle/gradle,39321530,1,0,0,0,0,0,2
gradle/gradle,47719961,0,0,0,0,0,0,1
gradle/gradle,48570433,0,0,0,0,0,0,1
gradle/gradle,40818856,1,0,0,0,0,0,9
gradle/gradle,31255999,1,0,0,0,0,0,0
gradle/gradle,25036510,1,0,0,0,0,0,0
gradle/gradle,25111878,1,0,0,0,0,0,1
gradle/gradle,42898520,1,0,0,0,0,0,3
gradle/gradle,31687518,1,0,0,0,0,0,8
gradle/gradle,31719153,1,0,0,0,0,0,0
gradle/gradle,43001797,1,0,0,0,0,0,1
gradle/gradle,26008046,1,0,0,0,0,0,0
gradle/gradle,26874515,1,0,0,0,0,0,0
gradle/gradle,32531148,1,0,0,0,0,0,8
gradle/gradle,53162004,1,0,0,0,0,0,0
gradle/gradle,46984728,1,0,0,0,0,0,3
gradle/gradle,49160777,1,0,0,0,0,0,0
gradle/gradle,49607323,1,0,1,0,1,0,6
