buildID,build_Failed,duplicatedCode,GodClass,GodMethod,CyclomaticComplexity,DataClass
126168233,0,19,21,26,65,76
131201119,1,0,0,0,0,0
137887864,0,20,21,28,65,76
116710616,1,14,19,24,61,72
138370227,0,20,21,28,65,76
139480265,0,21,21,29,69,77
120720801,0,0,0,0,0,0
120922055,0,19,20,26,62,73
145889367,0,20,21,28,66,76
145927650,0,21,21,29,69,77
125891226,1,19,20,26,64,76
135933233,0,20,21,28,65,76
118281422,0,0,0,0,0,0
144192188,0,20,21,28,66,76
149272526,1,0,0,0,0,0
150999779,0,21,22,30,72,77
152481309,0,21,22,30,72,78
127850804,0,0,0,0,0,0
137614202,0,20,21,28,65,76
123162129,0,19,20,26,64,76
145874097,0,21,21,29,69,77
148888419,0,20,21,28,66,76
109697869,0,0,0,0,0,0
111269058,0,0,0,0,0,0
137869766,0,0,0,0,0,0
116667118,0,0,0,0,0,0
116893858,1,0,0,0,0,0
140036288,0,20,21,28,65,76
119829423,0,19,20,26,62,73
120097218,0,20,20,27,63,73
143159943,0,0,0,0,0,0
124278140,0,0,0,0,0,0
153567503,1,21,22,30,72,78
156015896,0,21,22,30,72,80
131716004,0,0,0,0,0,0
140085976,0,20,21,28,65,76
143353552,0,20,21,28,66,76
124786915,0,19,20,27,62,73
153053162,1,0,0,0,0,0
126665816,0,19,21,26,65,76
117752441,0,14,19,24,61,72
142576282,0,20,21,28,66,76
143327264,1,20,21,28,66,76
143441224,0,21,21,29,69,77
110444089,1,5,18,25,64,71
111282922,0,0,0,0,0,0
112883136,0,0,0,0,0,0
151023987,1,21,22,30,72,77
154190918,1,21,22,30,72,78
127214236,1,0,0,0,0,0
135704269,0,20,21,28,65,76
139277842,0,20,21,28,65,76
142760054,0,20,21,28,66,76
143359371,0,20,21,28,66,76
151322777,0,21,22,30,72,77
128976860,0,0,0,0,0,0
114287745,0,5,18,25,64,71
120722638,0,0,0,0,0,0
141696287,0,21,21,29,64,76
144575417,1,0,0,0,0,0
154577485,1,21,22,30,72,79
125122287,0,19,22,26,65,76
110994048,0,0,0,0,0,0
137506291,0,21,21,29,68,77
153087852,0,21,22,30,72,77
156223832,1,0,0,0,0,0
123123376,0,19,20,26,64,76
123366907,1,19,20,26,64,76
111055884,1,14,18,25,65,72
117751863,0,0,0,0,0,0
136269545,0,20,21,28,66,76
142587111,0,20,21,28,66,76
151026101,0,21,22,30,72,77
112627011,0,14,19,25,65,72
121526397,0,19,20,26,62,73
145068829,0,20,21,28,66,76
127803693,0,0,0,0,0,0
120985577,0,0,0,0,0,0
145033414,0,20,21,28,66,76
149002959,0,20,21,28,66,76
115386586,0,14,19,25,65,72
144530332,0,20,21,28,66,76
124506001,0,19,20,26,64,76
154863877,0,0,0,0,0,0
130914052,1,0,0,0,0,0
152419731,0,21,22,30,72,78
110145002,0,0,0,0,0,0
113483059,0,0,0,0,0,0
140827894,0,0,0,0,0,0
154153538,1,0,0,0,0,0
141682278,0,20,21,28,66,76
116642335,0,14,19,25,65,72
126371954,0,19,21,26,65,76
127803344,0,19,21,26,65,76
128313058,0,0,0,0,0,0
109985239,0,5,18,25,64,71
135672166,0,0,0,0,0,0
113730708,0,18,20,27,66,73
137531143,0,21,21,29,68,77
137903960,0,20,21,28,65,76
114339613,1,0,0,0,0,0
115955585,0,5,18,25,64,71
117564851,0,0,0,0,0,0
138097306,0,0,0,0,0,0
138993109,0,0,0,0,0,0
142774150,1,20,21,28,66,76
143330488,1,21,21,29,69,77
151000085,1,21,22,30,72,78
154787878,0,0,0,0,0,0
156024020,0,0,0,0,0,0
129759271,0,0,0,0,0,0
