project_name,buildID,build_State,duplicatedCode,GodClass,GodMethod,CyclomaticComplexity,DataClass,File_Modified
Graylog2/graylog2-server,16860005,1,1,0,0,2,0,1
Graylog2/graylog2-server,76305278,1,0,0,0,0,2,4
Graylog2/graylog2-server,76620783,1,0,0,0,0,0,1
Graylog2/graylog2-server,76625661,1,0,0,1,4,0,2
Graylog2/graylog2-server,76953992,1,0,0,0,0,0,0
Graylog2/graylog2-server,77511182,1,0,0,0,0,0,1
Graylog2/graylog2-server,89047962,1,0,0,0,0,0,2
Graylog2/graylog2-server,35096677,1,0,0,0,0,0,1
Graylog2/graylog2-server,94372068,1,0,0,0,0,0,1
Graylog2/graylog2-server,1345937,1,0,0,0,0,0,1
Graylog2/graylog2-server,2460138,1,0,0,0,0,0,4
Graylog2/graylog2-server,65887530,1,0,1,0,1,0,1
Graylog2/graylog2-server,53025230,1,0,0,0,0,1,4
Graylog2/graylog2-server,19361509,1,0,0,0,0,0,1
Graylog2/graylog2-server,36695105,1,0,1,0,2,0,2
Graylog2/graylog2-server,45762909,1,0,0,0,1,1,2
Graylog2/graylog2-server,46651387,1,0,1,1,1,0,9
Graylog2/graylog2-server,46825952,1,0,0,0,0,0,1
Graylog2/graylog2-server,12942510,1,0,0,0,0,1,12
Graylog2/graylog2-server,111770275,1,0,0,0,0,0,0
Graylog2/graylog2-server,48744232,1,0,0,0,0,0,0
Graylog2/graylog2-server,55623903,1,0,0,0,0,0,0
Graylog2/graylog2-server,41971110,1,0,0,0,0,0,1
Graylog2/graylog2-server,120074887,1,0,0,0,0,0,0
Graylog2/graylog2-server,122547601,1,0,0,0,0,0,0
Graylog2/graylog2-server,51092112,1,0,0,0,0,0,0
Graylog2/graylog2-server,51509390,1,0,0,0,0,0,0
Graylog2/graylog2-server,76255126,1,0,0,0,0,0,0
Graylog2/graylog2-server,77302110,1,0,0,0,0,0,2
Graylog2/graylog2-server,78034985,1,0,0,0,0,0,0
Graylog2/graylog2-server,35643959,1,0,0,0,1,0,5
Graylog2/graylog2-server,59242667,1,0,0,0,0,0,2
Graylog2/graylog2-server,59704233,1,0,0,0,0,0,2
Graylog2/graylog2-server,95603685,1,0,0,0,0,0,0
Graylog2/graylog2-server,46336700,0,0,0,0,0,4,4
Graylog2/graylog2-server,101560525,1,2,0,0,0,0,2
Graylog2/graylog2-server,18411089,1,0,0,0,0,0,0
Graylog2/graylog2-server,44873651,1,0,0,0,0,0,0
Graylog2/graylog2-server,105389061,1,0,0,0,0,0,1
Graylog2/graylog2-server,45994809,1,0,0,0,1,0,1
Graylog2/graylog2-server,11694612,1,0,0,0,0,0,1
Graylog2/graylog2-server,46324728,1,0,0,0,0,0,4
Graylog2/graylog2-server,46330238,1,0,0,0,0,0,1
Graylog2/graylog2-server,81540905,1,0,0,0,0,0,0
Graylog2/graylog2-server,12833304,1,0,1,0,0,0,1
Graylog2/graylog2-server,137833653,1,0,0,0,0,0,0
Graylog2/graylog2-server,30271291,1,0,0,0,0,0,2
Graylog2/graylog2-server,40543978,1,0,0,0,0,1,1
Graylog2/graylog2-server,14049241,1,0,0,0,0,0,1
Graylog2/graylog2-server,55502103,1,0,0,0,0,0,1
Graylog2/graylog2-server,85079899,1,0,0,0,0,0,0
Graylog2/graylog2-server,120837038,1,0,0,0,0,0,0
Graylog2/graylog2-server,42398852,0,0,0,0,0,0,1
Graylog2/graylog2-server,124471172,1,0,0,0,1,0,1
Graylog2/graylog2-server,147220368,1,0,0,0,0,0,0
Graylog2/graylog2-server,44072905,1,0,0,0,0,0,1
Graylog2/graylog2-server,52002844,1,0,0,0,0,0,0
Graylog2/graylog2-server,79678771,1,0,0,0,0,0,0
Graylog2/graylog2-server,33167124,1,0,0,0,0,0,1
Graylog2/graylog2-server,4521431,1,0,0,0,0,0,1
Graylog2/graylog2-server,1111710,1,0,0,0,1,3,12
Graylog2/graylog2-server,1846234,1,0,0,0,0,0,0
Graylog2/graylog2-server,2809024,1,0,0,0,0,0,0
Graylog2/graylog2-server,101641213,1,0,0,0,0,0,0
Graylog2/graylog2-server,27324426,1,0,0,0,0,0,1
Graylog2/graylog2-server,66892072,1,0,0,0,0,0,1
Graylog2/graylog2-server,11738466,1,0,0,1,2,0,1
Graylog2/graylog2-server,38163801,1,0,0,0,1,0,1
Graylog2/graylog2-server,21986941,1,0,0,0,0,0,1
Graylog2/graylog2-server,47665286,1,0,2,0,0,0,13
Graylog2/graylog2-server,112902491,1,0,0,0,0,0,0
Graylog2/graylog2-server,40050684,1,0,0,1,1,0,2
Graylog2/graylog2-server,13915575,1,0,0,0,0,0,0
Graylog2/graylog2-server,30764183,1,0,0,0,0,0,1
Graylog2/graylog2-server,14705815,1,0,1,0,0,1,2
Graylog2/graylog2-server,85091586,1,0,0,0,0,0,0
Graylog2/graylog2-server,15392840,1,0,0,0,0,0,5
Graylog2/graylog2-server,15408355,1,0,0,0,0,0,0
Graylog2/graylog2-server,31824060,1,0,0,1,1,0,8
Graylog2/graylog2-server,123947482,1,0,0,0,0,0,1
Graylog2/graylog2-server,87427983,1,0,0,0,0,0,0
Graylog2/graylog2-server,147741704,1,0,0,0,0,0,0
Graylog2/graylog2-server,43492247,1,0,0,0,0,0,1
Graylog2/graylog2-server,88125114,1,0,0,0,0,0,1
Graylog2/graylog2-server,33071622,1,0,0,0,0,0,0
Graylog2/graylog2-server,63857664,1,0,0,0,4,1,9
Graylog2/graylog2-server,64054254,1,0,0,0,0,0,0
Graylog2/graylog2-server,100383614,1,0,0,0,0,0,0
Graylog2/graylog2-server,60965779,0,0,0,0,1,0,1
Graylog2/graylog2-server,1237868,0,0,0,0,0,0,2
Graylog2/graylog2-server,18955638,1,1,0,0,0,0,2
Graylog2/graylog2-server,103321841,1,0,0,0,0,0,0
Graylog2/graylog2-server,36643931,1,0,0,0,0,1,2
Graylog2/graylog2-server,45694074,1,0,0,0,0,0,0
Graylog2/graylog2-server,46869684,1,0,1,0,1,0,1
Graylog2/graylog2-server,133959344,1,0,0,1,1,0,1
Graylog2/graylog2-server,110962016,1,0,1,0,0,0,5
Graylog2/graylog2-server,29336736,1,0,0,0,0,0,0
Graylog2/graylog2-server,47414427,1,0,0,0,0,0,1
Graylog2/graylog2-server,39607354,1,0,1,0,1,0,3
Graylog2/graylog2-server,13532957,1,0,0,0,0,0,5
Graylog2/graylog2-server,115105451,1,0,0,0,0,0,0
Graylog2/graylog2-server,14066378,1,0,3,1,3,2,13
Graylog2/graylog2-server,14133597,1,0,0,1,1,0,2
Graylog2/graylog2-server,14192417,1,0,0,0,0,0,5
Graylog2/graylog2-server,71384989,1,0,0,2,2,0,1
Graylog2/graylog2-server,116876642,1,0,0,0,0,0,0
Graylog2/graylog2-server,14518843,1,0,0,1,1,0,5
Graylog2/graylog2-server,49322797,1,0,0,0,0,0,0
Graylog2/graylog2-server,120041383,1,0,0,0,0,0,0
Graylog2/graylog2-server,42391748,1,0,0,0,0,0,1
Graylog2/graylog2-server,50364268,1,0,0,1,0,0,3
Graylog2/graylog2-server,32341860,1,0,0,0,0,0,1
Graylog2/graylog2-server,16730450,1,0,0,3,6,1,19
Graylog2/graylog2-server,16824963,1,0,0,0,2,0,2
Graylog2/graylog2-server,76986784,1,0,0,0,0,0,1
Graylog2/graylog2-server,57804703,1,0,0,0,0,1,3
Graylog2/graylog2-server,90289255,1,0,0,0,0,0,1
Graylog2/graylog2-server,92015287,1,0,0,0,0,0,0
Graylog2/graylog2-server,93959412,1,0,0,0,0,0,0
Graylog2/graylog2-server,45959912,0,0,0,0,0,0,2
Graylog2/graylog2-server,1280479,1,0,0,1,1,0,1
Graylog2/graylog2-server,2901253,1,0,0,1,2,1,9
Graylog2/graylog2-server,3727679,1,0,0,0,0,0,1
Graylog2/graylog2-server,125772000,1,0,0,0,0,0,0
Graylog2/graylog2-server,44734617,1,0,0,0,1,0,1
Graylog2/graylog2-server,19591316,1,0,0,0,0,0,1
Graylog2/graylog2-server,36870562,1,0,0,0,0,0,0
Graylog2/graylog2-server,37618211,1,0,0,0,0,1,2
Graylog2/graylog2-server,46191006,1,0,0,0,0,0,0
Graylog2/graylog2-server,108251000,1,0,0,0,0,0,0
Graylog2/graylog2-server,68180095,1,0,0,0,0,1,3
Graylog2/graylog2-server,54577893,1,0,0,0,0,0,1
Graylog2/graylog2-server,47667810,1,0,0,0,0,0,0
Graylog2/graylog2-server,39575064,1,0,0,0,0,0,1
Graylog2/graylog2-server,39825581,1,0,0,0,0,1,2
Graylog2/graylog2-server,22957232,1,0,0,0,0,0,3
Graylog2/graylog2-server,138918970,1,0,0,0,0,0,0
Graylog2/graylog2-server,14600433,1,0,0,0,1,0,3
Graylog2/graylog2-server,41506902,1,0,0,0,0,0,1
Graylog2/graylog2-server,42332927,1,0,0,1,1,1,3
Graylog2/graylog2-server,74211336,1,0,0,0,0,0,1
Graylog2/graylog2-server,43479716,1,0,1,0,0,0,1
Graylog2/graylog2-server,44075286,1,0,0,0,0,0,1
Graylog2/graylog2-server,88347285,1,0,0,0,0,0,2
Graylog2/graylog2-server,78056886,1,0,0,0,0,0,0
Graylog2/graylog2-server,78403690,1,0,0,0,3,0,8
Graylog2/graylog2-server,17756629,1,0,0,1,1,0,8
Graylog2/graylog2-server,97408563,1,0,0,0,0,0,0
Graylog2/graylog2-server,97464493,0,0,0,0,0,0,0
Graylog2/graylog2-server,64285380,1,0,0,0,0,0,0
Graylog2/graylog2-server,1104741,1,0,0,0,0,2,4
Graylog2/graylog2-server,3334166,0,0,0,0,0,0,1
Graylog2/graylog2-server,65393704,1,0,0,0,0,0,0
Graylog2/graylog2-server,19252106,1,0,1,0,1,0,1
Graylog2/graylog2-server,105198049,1,0,0,0,0,0,0
Graylog2/graylog2-server,53223870,1,0,0,0,0,0,0
Graylog2/graylog2-server,20649572,1,0,0,0,0,0,1
Graylog2/graylog2-server,46304221,1,0,0,0,0,0,2
Graylog2/graylog2-server,46873133,1,0,0,0,0,0,0
Graylog2/graylog2-server,38477530,1,0,6,3,7,38,245
Graylog2/graylog2-server,13098583,1,0,0,0,1,0,2
Graylog2/graylog2-server,39937626,1,0,0,0,0,0,0
Graylog2/graylog2-server,39949889,1,0,0,0,0,0,1
Graylog2/graylog2-server,23053294,1,0,0,0,0,0,0
Graylog2/graylog2-server,119246397,1,0,0,0,0,0,0
Graylog2/graylog2-server,15371536,1,0,0,0,0,0,1
Graylog2/graylog2-server,15615307,1,0,0,0,0,0,1
Graylog2/graylog2-server,31924121,1,0,0,0,0,0,1
Graylog2/graylog2-server,16469935,1,0,2,0,0,0,4
Graylog2/graylog2-server,151226306,1,0,0,0,0,0,0
Graylog2/graylog2-server,77130928,1,0,0,0,0,0,1
Graylog2/graylog2-server,89652905,1,0,0,0,0,0,0
Graylog2/graylog2-server,98528357,1,0,0,2,2,1,53
Graylog2/graylog2-server,97444344,0,0,0,0,0,0,0
Graylog2/graylog2-server,2747201,1,0,0,0,0,0,1
Graylog2/graylog2-server,2958796,1,0,0,0,0,0,1
Graylog2/graylog2-server,3781204,0,0,0,0,0,0,1
Graylog2/graylog2-server,19133551,1,0,0,0,0,0,1
Graylog2/graylog2-server,53343959,1,0,0,0,0,0,0
Graylog2/graylog2-server,46301199,1,0,0,0,0,0,0
Graylog2/graylog2-server,69269465,1,0,0,0,0,0,0
Graylog2/graylog2-server,69299216,1,0,0,0,2,0,2
Graylog2/graylog2-server,4890237,1,0,0,0,0,0,0
Graylog2/graylog2-server,39248167,1,0,0,0,0,0,1
Graylog2/graylog2-server,113625629,1,0,0,0,0,0,0
Graylog2/graylog2-server,39816058,1,0,0,0,0,0,1
Graylog2/graylog2-server,71379591,1,0,0,2,2,0,4
Graylog2/graylog2-server,71744406,1,0,0,1,2,0,3
Graylog2/graylog2-server,138126722,1,0,0,0,0,0,0
Graylog2/graylog2-server,55978114,1,0,0,0,0,0,1
Graylog2/graylog2-server,42401387,1,0,0,0,0,0,1
Graylog2/graylog2-server,144431817,1,0,0,0,0,0,4
Graylog2/graylog2-server,144972882,1,0,0,0,0,0,0
Graylog2/graylog2-server,149700768,1,0,0,2,3,0,1
Graylog2/graylog2-server,16822073,1,0,1,0,0,0,1
Graylog2/graylog2-server,32841781,1,0,0,0,0,0,1
Graylog2/graylog2-server,154402312,1,0,0,0,0,0,1
Graylog2/graylog2-server,154750976,1,0,0,0,0,0,0
Graylog2/graylog2-server,33283153,1,0,0,0,0,0,1
Graylog2/graylog2-server,33591465,1,0,0,0,0,0,1
Graylog2/graylog2-server,91089669,1,0,1,0,2,0,2
Graylog2/graylog2-server,59844302,1,0,0,0,1,0,1
Graylog2/graylog2-server,9818879,1,0,0,0,0,0,4
Graylog2/graylog2-server,10581249,0,0,0,1,4,0,17
Graylog2/graylog2-server,1334740,1,0,0,0,0,0,1
Graylog2/graylog2-server,65870416,1,0,0,0,0,0,0
Graylog2/graylog2-server,103643935,1,0,0,0,0,0,0
Graylog2/graylog2-server,19586158,1,0,1,2,3,0,14
Graylog2/graylog2-server,36693505,1,0,0,0,0,0,0
Graylog2/graylog2-server,37916310,1,0,0,0,0,1,1
Graylog2/graylog2-server,38156669,1,0,0,0,0,0,28
Graylog2/graylog2-server,54109698,1,0,0,0,0,0,0
Graylog2/graylog2-server,21006046,1,0,0,0,0,0,0
Graylog2/graylog2-server,116678531,1,0,0,0,0,0,0
Graylog2/graylog2-server,118273181,1,0,0,0,0,0,1
Graylog2/graylog2-server,86161997,1,0,0,0,0,0,1
Graylog2/graylog2-server,51091572,1,0,0,0,0,0,2
Graylog2/graylog2-server,31956609,1,0,0,0,1,0,6
Graylog2/graylog2-server,26119891,1,0,0,0,0,0,1
Graylog2/graylog2-server,43338251,1,0,1,2,4,0,1
Graylog2/graylog2-server,43618031,1,0,0,0,0,0,0
Graylog2/graylog2-server,26666910,1,0,0,0,0,0,1
Graylog2/graylog2-server,58256565,1,0,0,0,0,0,0
Graylog2/graylog2-server,58260959,1,0,0,0,0,4,6
Graylog2/graylog2-server,18401001,1,0,0,0,0,0,3
Graylog2/graylog2-server,93540271,1,0,0,0,0,0,0
Graylog2/graylog2-server,1345828,1,0,0,0,0,0,7
Graylog2/graylog2-server,2786299,1,0,0,0,0,0,0
Graylog2/graylog2-server,3070631,1,0,0,0,0,0,0
Graylog2/graylog2-server,108768603,1,0,0,0,0,0,0
Graylog2/graylog2-server,21248371,1,0,0,0,0,0,5
Graylog2/graylog2-server,22021379,1,0,0,0,1,0,1
Graylog2/graylog2-server,39838737,1,0,0,0,0,1,2
Graylog2/graylog2-server,39852637,1,0,0,0,0,0,1
Graylog2/graylog2-server,137833483,1,0,0,0,0,0,0
Graylog2/graylog2-server,71222107,1,0,0,0,0,0,0
Graylog2/graylog2-server,71911468,1,0,0,0,0,0,0
Graylog2/graylog2-server,14419394,1,0,0,0,0,0,0
Graylog2/graylog2-server,41802008,1,0,0,0,0,0,5
Graylog2/graylog2-server,41961292,1,0,0,0,0,0,4
Graylog2/graylog2-server,121085893,1,0,0,0,1,1,3
Graylog2/graylog2-server,15972339,1,0,0,0,2,0,2
Graylog2/graylog2-server,86574545,1,0,0,0,0,0,2
Graylog2/graylog2-server,26222695,1,0,0,0,0,0,0
Graylog2/graylog2-server,43500776,1,0,0,0,0,0,0
Graylog2/graylog2-server,16780005,1,0,0,0,0,0,5
Graylog2/graylog2-server,77671432,1,0,0,0,0,0,2
Graylog2/graylog2-server,17483139,1,0,0,0,0,0,0
Graylog2/graylog2-server,89882595,1,0,0,0,0,0,0
Graylog2/graylog2-server,93913885,1,0,0,0,0,0,0
Graylog2/graylog2-server,96996310,1,0,0,0,0,0,0
Graylog2/graylog2-server,97684494,1,0,0,0,0,0,1
Graylog2/graylog2-server,63514752,1,0,0,0,0,0,2
Graylog2/graylog2-server,100531777,1,0,0,0,0,0,0
Graylog2/graylog2-server,65082941,1,0,0,0,0,0,0
Graylog2/graylog2-server,64917173,0,0,0,0,0,0,2
Graylog2/graylog2-server,1234510,1,0,0,0,0,0,8
Graylog2/graylog2-server,66032415,1,0,1,0,1,0,1
Graylog2/graylog2-server,103801000,1,0,0,0,0,0,0
Graylog2/graylog2-server,106258150,1,0,0,0,0,0,0
Graylog2/graylog2-server,19870451,1,0,0,0,1,0,1
Graylog2/graylog2-server,132590953,1,0,0,0,0,1,5
Graylog2/graylog2-server,46543035,1,0,0,0,0,1,1
Graylog2/graylog2-server,29133303,1,0,0,0,0,0,13
Graylog2/graylog2-server,39853154,1,0,0,0,0,0,1
Graylog2/graylog2-server,14500065,1,0,0,0,1,0,2
Graylog2/graylog2-server,15392923,1,0,0,0,0,0,5
Graylog2/graylog2-server,121091078,1,0,0,0,0,0,0
Graylog2/graylog2-server,43499658,1,0,0,0,0,0,0
Graylog2/graylog2-server,74380230,1,0,0,0,0,0,0
Graylog2/graylog2-server,152634195,1,0,1,0,1,0,1
Graylog2/graylog2-server,155986337,1,0,0,0,0,0,0
Graylog2/graylog2-server,79123534,1,0,0,0,0,0,0
Graylog2/graylog2-server,18344758,1,0,1,0,0,0,1
Graylog2/graylog2-server,34380448,1,0,0,0,0,0,1
Graylog2/graylog2-server,91346071,1,0,0,0,0,0,5
Graylog2/graylog2-server,61145610,1,0,0,0,0,0,0
Graylog2/graylog2-server,97025367,1,0,0,0,0,0,0
Graylog2/graylog2-server,62712976,1,0,1,0,1,0,1
Graylog2/graylog2-server,2394726,1,0,0,0,0,0,0
Graylog2/graylog2-server,2746648,1,0,0,0,0,1,2
Graylog2/graylog2-server,101632119,1,0,0,0,0,0,0
Graylog2/graylog2-server,101849659,1,0,0,0,0,0,1
Graylog2/graylog2-server,26963676,1,0,1,0,2,0,5
Graylog2/graylog2-server,102643443,1,0,0,0,0,0,0
Graylog2/graylog2-server,66214876,1,0,0,0,0,0,1
Graylog2/graylog2-server,105300841,1,1,0,0,0,0,1
Graylog2/graylog2-server,19986907,1,0,0,0,0,0,1
Graylog2/graylog2-server,20608039,1,0,1,0,3,1,11
Graylog2/graylog2-server,108548547,1,0,0,0,0,0,0
Graylog2/graylog2-server,110191590,1,0,0,0,0,0,0
Graylog2/graylog2-server,12988601,1,0,1,1,2,0,3
Graylog2/graylog2-server,54847828,1,0,0,0,1,0,9
Graylog2/graylog2-server,47521463,1,0,0,0,0,0,1
Graylog2/graylog2-server,39491377,1,0,0,0,1,0,1
Graylog2/graylog2-server,23379412,1,0,0,0,0,0,0
Graylog2/graylog2-server,55496512,1,0,0,0,0,0,4
Graylog2/graylog2-server,42096319,1,0,0,0,0,2,4
Graylog2/graylog2-server,31317270,1,0,0,0,0,0,0
Graylog2/graylog2-server,55979349,1,0,0,0,0,0,1
Graylog2/graylog2-server,77129413,1,0,0,1,1,0,2
Graylog2/graylog2-server,78056869,1,0,0,0,0,0,0
Graylog2/graylog2-server,2934464,1,0,0,0,0,0,0
Graylog2/graylog2-server,127512554,1,0,0,0,1,0,5
Graylog2/graylog2-server,19026032,1,0,1,0,1,0,1
Graylog2/graylog2-server,131725344,1,0,0,0,0,0,0
Graylog2/graylog2-server,46735348,1,0,0,0,0,0,1
Graylog2/graylog2-server,81352865,1,0,0,0,0,0,4
Graylog2/graylog2-server,47138689,1,0,0,0,0,0,3
Graylog2/graylog2-server,21933177,1,0,1,0,0,0,4
Graylog2/graylog2-server,116874877,1,0,0,0,0,0,0
Graylog2/graylog2-server,85312121,1,0,0,0,0,0,1
Graylog2/graylog2-server,85575347,1,0,0,0,0,0,2
Graylog2/graylog2-server,15182400,1,0,0,0,0,0,2
Graylog2/graylog2-server,86987208,1,0,0,0,0,0,0
Graylog2/graylog2-server,87470719,1,0,0,1,2,0,1
Graylog2/graylog2-server,149183797,1,0,0,0,0,0,0
Graylog2/graylog2-server,16842363,1,0,1,1,2,0,8
Graylog2/graylog2-server,150625364,1,0,0,0,0,0,15
Graylog2/graylog2-server,88343087,1,0,0,0,0,0,17
Graylog2/graylog2-server,90547910,1,0,0,0,0,0,0
Graylog2/graylog2-server,92252649,1,0,0,0,0,0,1
Graylog2/graylog2-server,97480563,1,0,0,0,0,0,0
Graylog2/graylog2-server,41303094,0,0,0,0,0,0,1
Graylog2/graylog2-server,4379542,1,0,0,0,0,0,4
Graylog2/graylog2-server,2394722,1,0,0,0,0,0,0
Graylog2/graylog2-server,2883347,1,0,0,0,0,0,0
Graylog2/graylog2-server,44462093,1,0,0,0,1,0,5
Graylog2/graylog2-server,36231409,1,0,0,0,0,0,0
Graylog2/graylog2-server,46739271,1,0,0,0,0,0,0
Graylog2/graylog2-server,30052970,1,0,0,0,0,0,2
Graylog2/graylog2-server,39603203,1,0,1,0,1,0,2
Graylog2/graylog2-server,39838466,1,0,0,0,0,1,2
Graylog2/graylog2-server,47920447,1,0,0,0,0,0,0
Graylog2/graylog2-server,115323103,1,0,0,0,0,0,0
Graylog2/graylog2-server,42236145,1,0,0,0,1,0,1
Graylog2/graylog2-server,42381495,1,0,0,2,3,2,8
Graylog2/graylog2-server,26061030,1,0,0,0,0,0,2
Graylog2/graylog2-server,86777183,1,0,0,1,1,0,1
Graylog2/graylog2-server,77315544,1,0,0,0,0,0,2
Graylog2/graylog2-server,79691568,1,0,0,0,0,0,0
Graylog2/graylog2-server,58429975,1,0,0,0,0,0,0
Graylog2/graylog2-server,1345899,1,0,0,0,0,0,1
Graylog2/graylog2-server,2678171,0,0,0,1,1,2,13
Graylog2/graylog2-server,44918617,1,0,0,0,0,0,4
Graylog2/graylog2-server,103822707,1,0,0,0,0,0,0
Graylog2/graylog2-server,45439716,1,0,0,0,0,0,2
Graylog2/graylog2-server,19864709,1,0,0,0,1,0,3
Graylog2/graylog2-server,108049642,1,0,0,0,0,0,0
Graylog2/graylog2-server,70734248,1,2,1,0,0,0,7
Graylog2/graylog2-server,70909287,1,0,0,0,0,0,1
Graylog2/graylog2-server,40161094,1,0,0,0,0,0,1
Graylog2/graylog2-server,48493031,1,0,0,0,0,0,2
Graylog2/graylog2-server,116381986,1,0,0,0,0,0,0
Graylog2/graylog2-server,41021047,1,0,0,0,1,1,3
Graylog2/graylog2-server,117704946,1,0,0,0,0,0,0
Graylog2/graylog2-server,14307361,1,0,0,0,0,0,0
Graylog2/graylog2-server,84882268,1,0,0,0,0,0,0
Graylog2/graylog2-server,87474906,1,0,0,1,2,0,1
Graylog2/graylog2-server,16231563,1,0,0,0,4,0,4
Graylog2/graylog2-server,16800134,1,0,0,0,0,0,1
Graylog2/graylog2-server,16881255,1,0,0,0,0,0,1
Graylog2/graylog2-server,76263661,1,0,0,0,0,0,1
Graylog2/graylog2-server,17916622,1,0,0,0,0,0,3
Graylog2/graylog2-server,89686331,1,0,0,0,0,0,0
Graylog2/graylog2-server,61457956,1,0,0,0,0,0,1
Graylog2/graylog2-server,96948740,1,0,0,0,0,0,0
Graylog2/graylog2-server,12223238,0,0,1,0,2,0,2
Graylog2/graylog2-server,62057312,0,0,0,0,0,0,0
Graylog2/graylog2-server,3356770,0,0,0,0,0,0,3
Graylog2/graylog2-server,36038654,1,0,0,0,0,0,1
Graylog2/graylog2-server,103343688,1,0,0,0,0,0,1
Graylog2/graylog2-server,11259296,1,0,0,0,0,0,0
Graylog2/graylog2-server,108741396,1,0,0,0,0,0,0
Graylog2/graylog2-server,46715877,1,0,0,0,0,0,0
Graylog2/graylog2-server,82941799,1,0,0,0,0,0,1
Graylog2/graylog2-server,40086755,1,0,0,0,0,0,0
Graylog2/graylog2-server,119745282,1,0,0,0,0,0,0
Graylog2/graylog2-server,120052468,1,0,0,0,0,0,0
Graylog2/graylog2-server,146651809,1,0,0,0,0,0,11
Graylog2/graylog2-server,43709155,1,0,0,0,0,1,3
Graylog2/graylog2-server,32003207,1,0,0,0,0,0,0
Graylog2/graylog2-server,52415516,1,0,0,0,0,0,2
Graylog2/graylog2-server,59536098,1,0,0,0,0,0,2
Graylog2/graylog2-server,94379939,1,0,0,0,0,0,1
Graylog2/graylog2-server,95579908,1,0,0,0,0,0,0
Graylog2/graylog2-server,11969379,0,0,0,0,0,0,1
Graylog2/graylog2-server,11254662,1,0,0,0,0,0,0
Graylog2/graylog2-server,67483031,1,0,0,0,0,0,0
Graylog2/graylog2-server,37619727,1,0,0,0,0,0,6
Graylog2/graylog2-server,20785180,1,0,0,0,0,0,1
Graylog2/graylog2-server,13166699,1,0,1,0,0,0,1
Graylog2/graylog2-server,113426535,1,0,0,0,0,0,0
Graylog2/graylog2-server,13912478,1,0,0,0,0,0,0
